lat,lon,name,operator,opening_hours,,prixDiesel,prixDieselExcellium,prixEssence95,prixEssence98,prixLPG,derniereModification,url
50.0198611,14.5063707,"MOL, Na Jelenách","MOL Česká republika, s.r.o.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.1256064,14.6146944,"MOL, D10 do centra","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
50.1247191,14.6142532,Orlen,Orlen Unipetrol RPA,24/7,,,,,,,,https://www.mbenzin.cz/
50.0435758,14.4405936,"MOL, Olbrachtova","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
50.0373889,14.4894191,MOL,MOL Česká republika,24/7,,,,,,,,https://www.mbenzin.cz/
50.1281849,14.5051704,Orlen,,,,,,,,,,https://www.mbenzin.cz/
50.0520361,14.2931908,Globus,"Globus ČR, v.o.s.",24/7,,,,,,,,https://www.mbenzin.cz/
49.9279232,17.9362737,Globus,"Globus ČR, v.o.s.",24/7,,,,,,,,https://www.mbenzin.cz/
49.2837971,15.9477550,Sofisol,SOFISOL s.r.o.,"Mo-Fr 06:30-17:00; PH,Sa,Su 08:30-17:00",,,,,,,,https://www.mbenzin.cz/
49.2152003,17.6264128,Z-Group Zlín,Z-Group a.s.,24/7,,,,,,,,https://www.mbenzin.cz/
49.4642142,17.9652375,Z-Group Valašské Meziříčí,Z-Group a.s.,24/7,,,,,,,,https://www.mbenzin.cz/
49.1464258,18.0199445,Z-Group Valašské Klobouky,Z-Group a.s.,24/7,,,,,,,,https://www.mbenzin.cz/
49.2494056,17.8104834,Benzina - Slušovice,"Unipetrol RPA, s.r.o. – Benzina",05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.8121526,15.5411911,AGP Vilémov,AGROPODNIK DOMAŽLICE a. s.,,,,,,,,,https://www.mbenzin.cz/
50.2140152,13.3948325,AGP Podbořany,AGROPODNIK DOMAŽLICE a. s.,,,,,,,,,https://www.mbenzin.cz/
50.2142521,13.3947346,AGP Podbořany,AGROPODNIK DOMAŽLICE a. s.,,,,,,,,,https://www.mbenzin.cz/
50.3175465,12.1676717,F1 Gas,,24/7,,,,,,,,https://www.mbenzin.cz/
49.8342535,18.2654048,Tesco Ostrava - Futurum,Tesco Stores ČR a.s.,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5733614,17.2275247,Tesco,Tesco Stores ČR,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4261082,14.2412391,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
49.2746109,13.0684803,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.4847400,13.6327916,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.2937973,17.9353932,Valatrans Liptál,VALATRANS a.s.,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.9911546,17.4177722,Shell,Shell Czech Republic a.s.,24/7,,,,,,,,https://www.mbenzin.cz/
49.3160481,14.1363493,Benzina - Písek,"Unipetrol RPA, s.r.o. – Benzina",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4987676,13.4444253,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.6763328,13.3243643,Kralupol,Kralupol,24/7,,,,,,,,https://www.mbenzin.cz/
49.6786222,13.3311864,Kralupol,Kralupol,24/7,,,,,,,,https://www.mbenzin.cz/
50.1383528,13.9644183,Pasoil,PASOIL s.r.o.,,,,,,,,,https://www.mbenzin.cz/
50.2708839,16.1195742,Coop 24,,,,,,,,,,https://www.mbenzin.cz/
50.1786536,13.4344500,,,,,,,,,,,https://www.mbenzin.cz/
48.8152021,14.2621063,"BOXIT, s.r.o.","BOXIT, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
49.5823770,18.3582006,SFC OIL,,,,,,,,,,https://www.mbenzin.cz/
50.6626267,14.0700658,Tomegas,,,,,,,,,,https://www.mbenzin.cz/
50.6503615,14.0418670,Hokal,,,,,,,,,,https://www.mbenzin.cz/
50.5201244,14.0476920,LPG Lovosice,,,,,,,,,,https://www.mbenzin.cz/
49.6658088,14.4235115,,,,,,,,,,,https://www.mbenzin.cz/
50.5370254,14.1524325,,,,,,,,,,,https://www.mbenzin.cz/
49.5452673,18.0611292,"Torrol Logistic, s.r.o.",,,,,,,,,,https://www.mbenzin.cz/
49.8840787,15.5254705,,,,,,,,,,,https://www.mbenzin.cz/
48.9801077,14.5034721,,,,,,,,,,,https://www.mbenzin.cz/
49.7261285,17.1738762,,,,,,,,,,,https://www.mbenzin.cz/
50.0981723,14.5024714,Pražské služby,,,,,,,,,,https://www.mbenzin.cz/
48.8896970,17.2934079,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.2422703,13.5330340,,,24/7,,,,,,,,https://www.mbenzin.cz/
50.2123219,15.2923331,Hesrst,,,,,,,,,,https://www.mbenzin.cz/
49.3078221,14.0973308,Auto Kápl,,,,,,,,,,https://www.mbenzin.cz/
49.6325732,14.8447705,p-pumpa,,,,,,,,,,https://www.mbenzin.cz/
49.2182539,17.8470956,Benzina - Vizovice,"Unipetrol RPA, s.r.o. – Benzina",Mo-Fr 05:30-22:30; Sa-Su 06:30-22:30,,,,,,,,https://www.mbenzin.cz/
49.2469136,13.5383977,"FLODUR, s.r.o.",,,,,,,,,,https://www.mbenzin.cz/
49.7287541,13.3220910,Makro,,,,,,,,,,https://www.mbenzin.cz/
49.7202229,17.9116963,Avia Fulnek,,Mo-Fr 06:00-21:00; Sa-Su 08:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.6847043,18.3316889,Prim,,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4947541,15.6896098,,,,,,,,,,,https://www.mbenzin.cz/
50.0094980,14.5420127,LPG,,,,,,,,,,https://www.mbenzin.cz/
49.1024805,18.0259165,,,,,,,,,,,https://www.mbenzin.cz/
49.3709117,16.0153821,,,,,,,,,,,https://www.mbenzin.cz/
49.5155282,15.4163930,"LPG Tomegas, s.r.o.","Tomegas, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
50.1769725,16.1697713,"HDB, s.r.o.","HDB, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
49.0547589,17.0244393,Chemis,,24/7,,,,,,,,https://www.mbenzin.cz/
49.2874205,17.0071618,CAROIL,"CAROIL, a.s.",,,,,,,,,https://www.mbenzin.cz/
50.3463955,15.9091325,Eurobit,,,,,,,,,,https://www.mbenzin.cz/
49.6830626,14.2083491,"VS Petrol, Obory",,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5940298,13.9855624,Silmet,,06:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.5785746,14.0742566,OMV,OMV,24/7,,,,,,,,https://www.mbenzin.cz/
50.0495009,14.3546750,OMV,OMV,24/7,,,,,,,,https://www.mbenzin.cz/
48.8314451,16.6133294,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5364552,15.3340079,Shell,,,,,,,,,,https://www.mbenzin.cz/
48.9588794,17.8831737,"HUNSGAS, s.r.o.",,,,,,,,,,https://www.mbenzin.cz/
49.6051654,14.5826253,,,24/7,,,,,,,,https://www.mbenzin.cz/
49.7612889,16.6808041,,,,,,,,,,,https://www.mbenzin.cz/
50.6817757,14.5645405,KM - Prona LPG,,"Mo-Su,PH 06:00-22:00",,,,,,,,https://www.mbenzin.cz/
49.9066144,18.1915770,Teplo Hlučín CNG,,,,,,,,,,https://www.mbenzin.cz/
49.5603862,16.5734612,Dopaz,,24/7,,,,,,,,https://www.mbenzin.cz/
50.1123763,14.3947499,RoBiN OIL Praha - Podbaba,,,,,,,,,,https://www.mbenzin.cz/
50.0963061,14.3481351,"MOL, Praha 6 - Evropská (out)","MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
49.8977063,18.2039570,,,,,,,,,,,https://www.mbenzin.cz/
50.7833977,15.0425737,GepyGas s.r.o.,,24/7,,,,,,,,https://www.mbenzin.cz/
49.2212411,17.7062990,LPG,,,,,,,,,,https://www.mbenzin.cz/
50.1337080,14.9724148,"KM-Prona, Sadská","KM - PRONA, a.s.",05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.5692820,15.8931374,Purito ČS Good Petrol,,,,,,,,,,https://www.mbenzin.cz/
49.0529167,14.1895911,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
48.8471830,16.8830151,Čerpací stanice - Zemědělské družstvo Velké Bílovice,,,,,,,,,,https://www.mbenzin.cz/
49.5033593,16.4989536,,,"Mo-Fr 06:00-20:00; Sa,Su 08:00-18:00",,,,,,,,https://www.mbenzin.cz/
49.5583677,18.3458886,Shell,,,,,,,,,,https://www.mbenzin.cz/
49.6554915,18.2499014,MOL,,24/7,,,,,,,,https://www.mbenzin.cz/
49.7626397,14.7491147,Petrol,,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.8001556,14.8992500,,,,,,,,,,,https://www.mbenzin.cz/
48.9962411,14.4900672,,,,,,,,,,,https://www.mbenzin.cz/
50.2111814,14.8568180,,CARTRUCK s.r.o.,Mo-Sa 07:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.2157304,16.4090548,D-1 Autopark,D-1 road service s.r.o.,,,,,,,,,https://www.mbenzin.cz/
49.6759662,13.4430049,Čerpací stanice CNG,APB - Plzeň a.s.,,,,,,,,,https://www.mbenzin.cz/
49.2158640,16.6023286,BETA EKO,,24/7,,,,,,,,https://www.mbenzin.cz/
49.9637721,15.4055611,Adria,,,,,,,,,,https://www.mbenzin.cz/
49.2544917,17.8210654,"ALITRON CZ, s.r.o.",,,,,,,,,,https://www.mbenzin.cz/
49.6382356,13.4775371,,,,,,,,,,,https://www.mbenzin.cz/
50.3917749,13.5310900,,,,,,,,,,,https://www.mbenzin.cz/
50.0592941,14.4827635,Tomegas Jižní spojka,Tomegas,,,,,,,,,https://www.mbenzin.cz/
49.1464255,17.8035403,MOL,,,,,,,,,,https://www.mbenzin.cz/
50.3200382,12.9466624,Ono,,,,,,,,,,https://www.mbenzin.cz/
50.5753732,16.3426259,Transbus,,24/7,,,,,,,,https://www.mbenzin.cz/
49.6612858,18.2661913,MOL,,24/7,,,,,,,,https://www.mbenzin.cz/
49.1440245,16.8684182,Chemis,,24/7,,,,,,,,https://www.mbenzin.cz/
49.0904290,17.5111220,Eurobit,,,,,,,,,,https://www.mbenzin.cz/
49.1059601,17.5580436,Avia,,,,,,,,,,https://www.mbenzin.cz/
49.5672926,13.3252080,OMV,OMV,Mo-Su 00:00-24:00,,,,,,,,https://www.mbenzin.cz/
50.2539793,12.4065704,Fill,,,,,,,,,,https://www.mbenzin.cz/
48.9740773,15.8945560,Unicorn Pavlice,UNIXAN s.r.o.,Mo-Sa 06:00-22:00; Su 08:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.1473609,14.1858870,KL Comfort Oil,,,,,,,,,,https://www.mbenzin.cz/
50.2787886,14.8310575,,,,,,,,,,,https://www.mbenzin.cz/
50.5819840,13.9258891,MOL Bořislav,"MOL Česká republika, s.r.o.",06:00-21:00,,,,,,,,https://www.mbenzin.cz/
50.2200850,17.1904530,ORLEN Jeseník,"ORLEN UNIPETROL RPA, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
50.0053244,14.5630383,Pumpa,,Mo-Su 00:00-00:00,,,,,,,,https://www.mbenzin.cz/
49.4314536,14.5546894,OMV,OMV,Mo-Fr 05:30-20:00; Sa-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.4186331,17.5977285,Vítězslav Horák,,,,,,,,,,https://www.mbenzin.cz/
50.6897544,13.9746759,EuroWAG,,,,,,,,,,https://www.mbenzin.cz/
50.1448567,14.1299562,,,,,,,,,,,https://www.mbenzin.cz/
49.1615403,16.6193010,Hortim,,,,,,,,,,https://www.mbenzin.cz/
48.9398896,16.3244095,Benale,,Mo-Fr 05:30-21:00; Sa-Su 07:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.2269850,14.4076806,GW DIESEL,,,,,,,,,,https://www.mbenzin.cz/
49.4529558,17.4387669,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.4411188,15.1210874,,,,,,,,,,,https://www.mbenzin.cz/
49.4509159,14.3774524,,,Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.5891239,12.7192955,AGP,,24/7,,,,,,,,https://www.mbenzin.cz/
49.6997498,15.8160823,‎FLASH transport CZ,,,,,,,,,,https://www.mbenzin.cz/
49.6964053,15.8031175,Benzina,,,,,,,,,,https://www.mbenzin.cz/
49.3200094,17.2595207,EuroOil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
49.3208789,17.2619180,EuroOil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
49.9720765,16.9977272,,,Mo-Su 05:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.7278071,13.7664619,Fill,Fill,,,,,,,,,https://www.mbenzin.cz/
49.5254302,12.9372852,,"Agropodnik Domažlice, a. s.",,,,,,,,,https://www.mbenzin.cz/
49.2904894,17.0972069,Shell,,24/7,,,,,,,,https://www.mbenzin.cz/
49.1248642,13.2099466,one1 - Alžbětín,,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.6493202,12.5327370,Free1 GAS - Rozvadov TIR CZ,,24/7,,,,,,,,https://www.mbenzin.cz/
49.6486212,12.5329274,Free1 Gas,Free1 Gas,24/7,,,,,,,,https://www.mbenzin.cz/
49.6437201,12.5291347,Free1 GAS - Rozvadov TIR D,Free1 GAS,24/7,,,,,,,,https://www.mbenzin.cz/
49.1351745,16.6324318,Orlen,,24/7,,,,,,,,https://www.mbenzin.cz/
49.1358261,15.0186009,Benzina,,,,,,,,,,https://www.mbenzin.cz/
50.0918684,13.4703172,MOL Jesenice,"MOL Česká republika, s.r.o.",24/7,,,,,,,,https://www.mbenzin.cz/
50.7378687,14.1902798,"MOL, Boletice","MOL Česká republika, s.r.o.",Mo-Fr 06:00-21:00; Sa-Su 07:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.2092801,16.6734568,Unger,Auto Unger s.r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.0504491,14.1209842,Čerpací stanice Obora,František Dvořák,,,,,,,,,https://www.mbenzin.cz/
49.7796586,13.5993925,Apollon s.r.o.,,,,,,,,,,https://www.mbenzin.cz/
49.5598666,15.9608978,,,,,,,,,,,https://www.mbenzin.cz/
50.7435486,15.0555101,Čermák IES,,"Mo-Fr 06:00-21:00; Sa,Su 07:00-21:00",,,,,,,,https://www.mbenzin.cz/
49.3529920,16.6494463,OMV,OMV,05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.3715853,16.6406373,Unicorn Blansko,UNIXAN s.r.o.,"Mo-Sa 06:00-22:00; Su,PH 08:00-22:00",,,,,,,,https://www.mbenzin.cz/
49.3734693,13.3007307,,,,,,,,,,,https://www.mbenzin.cz/
49.1151567,17.1793449,ČS Koryčany,,24/7,,,,,,,,https://www.mbenzin.cz/
49.6332168,13.1614742,Avia Stod,,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.2152069,17.7605675,Avia Lípa,,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5955030,16.8823117,Avia Konice,,"Mo-Fr 05:30-19:00; Sa,Su 07:00-19:00",,,,,,,,https://www.mbenzin.cz/
50.1406676,14.3470126,Jistab,Jistab,,,,,,,,,https://www.mbenzin.cz/
49.7505382,16.6583841,CCoil,,05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0975889,13.7252667,,,,,,,,,,,https://www.mbenzin.cz/
49.6454322,13.5093568,,,05:00-20:00,,,,,,,,https://www.mbenzin.cz/
50.7655457,14.5417276,Benzina - Nový Bor,,24/7,,,,,,,,https://www.mbenzin.cz/
49.2388349,17.8789736,Shell,Shell Czech Republic a.s.,"Mo-Fr 05:00-22:00; Sa,Su 06:00-22:00",,,,,,,,https://www.mbenzin.cz/
49.6933948,15.2880216,Orlen,Orlen Unipetrol RPA s.r.o. - Benzina,24/7,,,,,,,,https://www.mbenzin.cz/
49.7376827,18.6196053,W8 Český Těšín,W8,Mo-Fr 06:00-18:00,,,,,,,,https://www.mbenzin.cz/
49.7715991,18.2941371,"W8, Hrabová",W8,Mo-Sa 07:00-16:00,,,,,,,,https://www.mbenzin.cz/
49.0359671,15.8289070,Unicorn Lažínky,UNIXAN s.r.o.,"Mo-Fr 05:30-21:30; Sa 06:00-21:00; Su,PH 08:00-21:00",,,,,,,,https://www.mbenzin.cz/
49.2635409,14.7121283,Elan,,,,,,,,,,https://www.mbenzin.cz/
50.0867647,14.1415807,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.0043326,17.3149889,DZ OIL Malá Morávka,Euro Group Moravia s.r.o.,06:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.3440594,17.2200467,DZ OIL Němčice nad Hanou,Euro Group Moravia s.r.o.,06:00-18:00,,,,,,,,https://www.mbenzin.cz/
49.9986050,17.4796812,Vena-Trade Bruntál,"VENA-TRADE, s.r.o.","Mo-Fr 06:00-20:00; Sa,Su 08:00-20:00",,,,,,,,https://www.mbenzin.cz/
49.8251077,18.2082698,,,,,,,,,,,https://www.mbenzin.cz/
49.3199530,13.9347025,,,,,,,,,,,https://www.mbenzin.cz/
50.3786501,15.2104345,,,,,,,,,,,https://www.mbenzin.cz/
50.1827794,14.1730023,Petrol,,,,,,,,,,https://www.mbenzin.cz/
50.1508751,14.1138147,Prima,,,,,,,,,,https://www.mbenzin.cz/
50.7865138,13.9788828,Travel Free,,07:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.7006862,18.6451842,,,,,,,,,,,https://www.mbenzin.cz/
49.6403049,15.1752332,,,,,,,,,,,https://www.mbenzin.cz/
49.6637590,18.3477044,HAS,H.A.S. spol. s r.o.,24/7,,,,,,,,https://www.mbenzin.cz/
49.2258873,17.6927137,Robin Oil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
49.4915621,14.6565040,Robin Oil,Čepro,Mo-Su 06:00-18:00,,,,,,,,https://www.mbenzin.cz/
49.4918191,14.6566214,Robin Oil,Čepro,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.7354150,14.4830969,Robin Oil,Čepro,24/7,,,,,,,,https://www.mbenzin.cz/
50.0312222,14.3804585,H2,Orlen,24/7,,,,,,,,https://www.mbenzin.cz/
49.8188877,18.2835664,H2,,24/7,,,,,,,,https://www.mbenzin.cz/
50.5573243,13.6019555,H2,,24/7,,,,,,,,https://www.mbenzin.cz/
49.3066709,13.2557566,,,Mo-Su,,,,,,,,https://www.mbenzin.cz/
49.6002520,17.2772579,Greenmop,,,,,,,,,,https://www.mbenzin.cz/
49.6548372,14.6325794,Čerpací stanice Shell,,24/7,,,,,,,,https://www.mbenzin.cz/
50.0510088,12.3545431,Svatý Kříž Mavex I -Waldsassen,,,,,,,,,,https://www.mbenzin.cz/
49.5916759,15.5792101,Shell,,,,,,,,,,https://www.mbenzin.cz/
48.8647285,17.1165436,Eurobit,Eurobit - čerpací stanice,,,,,,,,,https://www.mbenzin.cz/
49.1772810,16.4977895,D-Oil,Doil,Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.5893926,16.9057317,Marek Spedition,,,,,,,,,,https://www.mbenzin.cz/
50.1104666,14.5788087,bonettcng,,24/7,,,,,,,,https://www.mbenzin.cz/
49.5886921,17.1455260,Bot-Oil,,Mo-Fr 05:00-21:00; Sa-Su 06:00-21:00,,,,,,,,https://www.mbenzin.cz/
48.9478841,16.2511470,Čerpací Stanice Krchňavý,,,,,,,,,,https://www.mbenzin.cz/
50.3930672,17.0138442,,,,,,,,,,,https://www.mbenzin.cz/
49.1679016,16.7349076,VATEX EU,"VATEX EU, s.r.o.",,,,,,,,,https://www.mbenzin.cz/
49.6267239,15.0443561,,,,,,,,,,,https://www.mbenzin.cz/
48.8455377,17.1266745,Shell,Shell Czech Republic,24/7,,,,,,,,https://www.mbenzin.cz/
49.9030458,14.1531184,,,,,,,,,,,https://www.mbenzin.cz/
50.1459651,14.1257170,CS point,,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.3124400,14.0145649,,,,,,,,,,,https://www.mbenzin.cz/
49.7680268,16.4849026,,,,,,,,,,,https://www.mbenzin.cz/
49.5104818,17.5197254,Tankomat,,Mo-Fr 06:00-16:00,,,,,,,,https://www.mbenzin.cz/
50.0831317,13.7263637,Garden s.r.o - LPG a propan-butan,,"Mo-Fr 07:00-19:00; Sa-Su,PH 08:00-14:00",,,,,,,,https://www.mbenzin.cz/
49.9843307,16.1168355,Autocentrum Zámrsk,,,,,,,,,,https://www.mbenzin.cz/
49.7266208,13.3451509,Tesco Plzeň,Tesco Stores ČR a.s.,06:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.1952188,16.6238305,Innogy,Innogy Energo,24/7,,,,,,,,https://www.mbenzin.cz/
48.7774924,16.8981036,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
48.7350086,16.8581776,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.9203597,14.6079343,EurOil,,,,,,,,,,https://www.mbenzin.cz/
49.4831339,14.0628163,Shell,,24/7,,,,,,,,https://www.mbenzin.cz/
49.4852305,14.0642192,Shell,,24/7,,,,,,,,https://www.mbenzin.cz/
49.7073297,13.2260277,Avia XPress,Avia,24/7,,,,,,,,https://www.mbenzin.cz/
50.0196985,14.3477176,One1,,,,,,,,,,https://www.mbenzin.cz/
49.7919865,12.6559863,Jura Oil,Yuriy Oleksyuk,,,,,,,,,https://www.mbenzin.cz/
49.2233240,16.6135368,Darosplus LPG,,"Mo-Fr 07:00-19:00; Sa, Su 08:00-18:00",,,,,,,,https://www.mbenzin.cz/
48.8423873,16.9027941,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
48.8129449,16.6299292,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.8129352,16.6299498,Innogy,Innogy Energo,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0803266,14.5112901,Innogy,Innogy Energo,24/7,,,,,,,,https://www.mbenzin.cz/
50.1143935,14.6753352,Benzina Express,,24/7,,,,,,,,https://www.mbenzin.cz/
49.6789243,14.0040325,MOL,,24/7,,,,,,,,https://www.mbenzin.cz/
48.8663760,16.1788369,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
50.0492360,14.4099540,Orlen,Orlen Unipetrol RPA,Mo-Su 05:00-24:00,,,,,,,,https://www.mbenzin.cz/
48.8467900,16.0569965,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
48.8467680,16.0569005,Innogy,Innogy Energo,,,,,,,,,https://www.mbenzin.cz/
49.8454583,18.5546936,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",,,,,,,,,https://www.mbenzin.cz/
49.8455393,18.5548289,Innogy,Innogy Energo,24/7,,,,,,,,https://www.mbenzin.cz/
49.7766562,18.0962364,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.7743478,18.0970822,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.3411221,18.0409116,TM Stav,TM Stav,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5725285,17.2991980,Innogy,Innogy Energo,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.0875727,17.6938358,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.0120551,14.7881370,Innogy,Innogy Energo,Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
48.6648251,14.1678025,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
48.8210661,14.4587893,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-24:00,,,,,,,,https://www.mbenzin.cz/
50.2436792,14.3685454,Orlen express,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
48.9101464,13.8717537,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.0013595,14.0117334,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-21:00,,,,,,,,https://www.mbenzin.cz/
49.0127377,14.0046878,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",24/7,,,,,,,,https://www.mbenzin.cz/
49.4370370,12.9118028,Innogy,Innogy Energo,Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.7410578,18.6213177,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
49.5793222,18.3520847,Innogy,Innogy Energo,Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.5797150,18.3526515,Innogy,Innogy Energo,Mo-Su 06:00-20:00,,,,,,,,https://www.mbenzin.cz/
49.8133803,18.3354136,Orlen,"Orlen Unipetrol RPA s.r.o. - Benzina, odštěpný závod",Mo-Su 05:00-23:00,,,,,,,,https://www.mbenzin.cz/
49.8095304,18.2548516,Innogy,Innogy Energo,24/7,,,,,,,,https://www.mbenzin.cz/
49.8431149,18.1499028,Innogy,Innogy Energo,Mo-Su 05:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.8168237,14.3020637,MOL,MOL Česká republika,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
48.8122385,14.3226668,MOL,MOL Česká republika,Mo-Su 06:00-22:00,,,,,,,,https://www.mbenzin.cz/
50.4710022,13.4148008,"KM-Prona, Chomutov","KM - PRONA, a.s.",05:30-21:00,,,,,,,,https://www.mbenzin.cz/
48.8577737,17.1358537,ČSAD Hodonín,ČSAD Hodonín,24/7,,,,,,,,https://www.mbenzin.cz/
48.8719819,17.1187232,ČSAD Hodonín,ČSAD Hodonín,Mo-Fr 06:00-17:00,,,,,,,,https://www.mbenzin.cz/
48.8646224,17.1168163,Tomegas,Tomegas,Mo-Su 07:00-19:00,,,,,,,,https://www.mbenzin.cz/
49.8402623,13.8772663,TERMINAL OIL,"TERMINAL OIL, a.s.",,,,,,,,,https://www.mbenzin.cz/
48.8674638,17.1140589,Bonett,Bonett Group,24/7,,,,,,,,https://www.mbenzin.cz/
